Discord Name,Discord ID,Activity Month,Chat Count,Broadcast Count,Total Activity,Seen Ranks
Musclenation,1395098631308312616,2025-10,155,93,248,Diamond
Musclenation,1395098631308312616,2025-11,83,16,99,Diamond
Musclenation,1395098631308312616,2025-12,488,101,589,"Diamond, Guest"
Musclenation,1395098631308312616,2026-01,523,78,601,Diamond
Musclenation,1395098631308312616,2026-02,221,50,271,Diamond
Musclenation,1395098631308312616,2026-03,196,25,221,Diamond
Musclenation,1395098631308312616,2026-04,38,0,38,Diamond
TheVikingDio,141813356108578816,2025-06,139,37,176,Sapphire
TheVikingDio,141813356108578816,2025-07,105,40,145,"Emerald, Sapphire"
TheVikingDio,141813356108578816,2025-08,201,80,281,Emerald
TheVikingDio,141813356108578816,2025-09,22,9,31,Emerald
TheVikingDio,141813356108578816,2025-10,163,15,178,Emerald
TheVikingDio,141813356108578816,2025-11,204,83,287,Emerald
TheVikingDio,141813356108578816,2025-12,16,21,37,Emerald
TheVikingDio,141813356108578816,2026-01,105,37,142,Emerald
TheVikingDio,141813356108578816,2026-02,111,21,132,Emerald
TheVikingDio,141813356108578816,2026-03,10,1,11,Emerald
Cdze 🥜,1421313852477538447,2025-10,113,15,128,Sapphire
Cdze 🥜,1421313852477538447,2025-11,144,14,158,Sapphire
Cdze 🥜,1421313852477538447,2025-12,21,4,25,Emerald
Cdze 🥜,1421313852477538447,2026-01,10,15,25,Emerald
Cdze 🥜,1421313852477538447,2026-02,10,4,14,Emerald
Cdze 🥜,1421313852477538447,2026-03,67,13,80,"Emerald, Guest, Helper"
Cdze 🥜,1421313852477538447,2026-04,33,1,34,"Emerald, Guest, Helper"
Mini Snag,143021043563495424,2025-06,2,0,2,Dragonstone
Mini Snag,143021043563495424,2025-07,96,19,115,Dragonstone
Mini Snag,143021043563495424,2025-08,146,30,176,Dragonstone
Mini Snag,143021043563495424,2025-09,199,99,298,"Dragonstone, Onyx"
Mini Snag,143021043563495424,2025-10,263,34,297,Onyx
Mini Snag,143021043563495424,2025-11,135,26,161,Onyx
Mini Snag,143021043563495424,2025-12,142,28,170,Onyx
Mini Snag,143021043563495424,2026-01,343,99,442,Onyx
Mini Snag,143021043563495424,2026-02,546,86,632,Onyx
Mini Snag,143021043563495424,2026-03,677,63,740,Onyx
Mini Snag,143021043563495424,2026-04,33,12,45,Onyx
Shifty Shed,143154326422945792,2025-06,400,37,437,"Emerald, Guest, Master, Sapphire"
Shifty Shed,143154326422945792,2025-07,313,35,348,"Guest, Master"
Shifty Shed,143154326422945792,2025-08,480,46,526,"Guest, Master"
Shifty Shed,143154326422945792,2025-09,248,38,286,"Guest, Master"
Shifty Shed,143154326422945792,2025-10,195,8,203,Master
Shifty Shed,143154326422945792,2025-11,476,46,522,Master
Shifty Shed,143154326422945792,2025-12,706,49,755,"Master, Proselyte, Racer"
Shifty Shed,143154326422945792,2026-01,274,91,365,Master
Shifty Shed,143154326422945792,2026-02,291,80,371,"Emerald, Helper, Master"
Shifty Shed,143154326422945792,2026-03,206,34,240,"Emerald, General, Guest, Helper, Master, Proselyte, Racer"
Shifty Shed,143154326422945792,2026-04,105,20,125,"Helper, Master"
OG Swagge | SwaggePlease,143155921747574784,2025-07,37,99,136,Ruby
OG Swagge | SwaggePlease,143155921747574784,2025-08,27,69,96,Ruby
OG Swagge | SwaggePlease,143155921747574784,2025-09,2,20,22,Ruby
OG Swagge | SwaggePlease,143155921747574784,2025-10,2,2,4,Ruby
OG Swagge | SwaggePlease,143155921747574784,2025-11,2,29,31,Ruby
OG Swagge | SwaggePlease,143155921747574784,2025-12,0,4,4,None
OG Swagge | SwaggePlease,143155921747574784,2026-02,0,1,1,None
Naden,145397771992694784,2025-06,9,31,40,Emerald
Naden,145397771992694784,2025-07,23,55,78,Emerald
Naden,145397771992694784,2025-08,21,35,56,Emerald
Naden,145397771992694784,2025-09,3,13,16,Emerald
Naden,145397771992694784,2025-10,5,13,18,Emerald
Naden,145397771992694784,2026-03,1,0,1,Emerald
Killthahunt,145401562703855616,2026-02,73,29,102,"Helper, Sapphire"
Killthahunt,145401562703855616,2026-03,50,78,128,Sapphire
Killthahunt,145401562703855616,2026-04,0,2,2,None
ProdigyyOSRS,145517579765678080,2025-06,0,2,2,None
ProdigyyOSRS,145517579765678080,2025-09,1,1,2,Dragonstone
ProdigyyOSRS,145517579765678080,2025-10,41,44,85,Dragonstone
ProdigyyOSRS,145517579765678080,2025-11,215,77,292,Dragonstone
ProdigyyOSRS,145517579765678080,2025-12,272,25,297,Dragonstone
ProdigyyOSRS,145517579765678080,2026-01,73,16,89,Dragonstone
ProdigyyOSRS,145517579765678080,2026-02,2,2,4,Dragonstone
Cpt Jacked,1457218685205741708,2026-01,3,12,15,Sapphire
RigTheFresh,145781966363426817,2025-07,27,12,39,"Guest, Sapphire"
RigTheFresh,145781966363426817,2025-08,79,88,167,Sapphire
RigTheFresh,145781966363426817,2025-11,47,45,92,Emerald
RigTheFresh,145781966363426817,2025-12,156,121,277,Emerald
RigTheFresh,145781966363426817,2026-01,224,150,374,Emerald
RigTheFresh,145781966363426817,2026-02,172,74,246,"Emerald, Ruby"
RigTheFresh,145781966363426817,2026-03,211,111,322,Ruby
RigTheFresh,145781966363426817,2026-04,41,26,67,Ruby
Slapnut,1462262579010207917,2025-06,49,12,61,Diamond
Slapnut,1462262579010207917,2025-07,391,95,486,Diamond
Slapnut,1462262579010207917,2025-08,188,74,262,Diamond
Slapnut,1462262579010207917,2025-09,386,146,532,"Diamond, Dragonstone, Racer"
Slapnut,1462262579010207917,2025-10,393,110,503,Diamond
Slapnut,1462262579010207917,2025-11,468,143,611,Diamond
Slapnut,1462262579010207917,2025-12,359,42,401,"Destroyer, Diamond, Dragonstone, Emerald, General, Racer, Sapphire"
Slapnut,1462262579010207917,2026-01,98,53,151,Dragonstone
Slapnut,1462262579010207917,2026-02,61,32,93,Dragonstone
Slapnut,1462262579010207917,2026-03,58,7,65,Dragonstone
Mattatron,146742268508897280,2025-11,12,59,71,Sapphire
Mattatron,146742268508897280,2025-12,2,26,28,Sapphire
Mattatron,146742268508897280,2026-02,0,3,3,None
Mattatron,146742268508897280,2026-03,12,76,88,Sapphire
Mattatron,146742268508897280,2026-04,0,13,13,None
550,1473620551481425922,2026-03,27,2,29,"Helper, Sapphire"
550,1473620551481425922,2026-04,17,0,17,Sapphire
La Russo,147488219473248257,2025-06,6,11,17,Ruby
La Russo,147488219473248257,2025-07,34,32,66,Ruby
La Russo,147488219473248257,2025-08,15,53,68,Ruby
La Russo,147488219473248257,2025-09,0,6,6,None
La Russo,147488219473248257,2025-11,1,22,23,Ruby
nangry,1479914104880893953,2026-03,36,42,78,Sapphire
nangry,1479914104880893953,2026-04,38,16,54,Sapphire
hi im zyme,1485133809522311260,2026-03,174,43,217,"Emerald, Helper, Sapphire"
hi im zyme,1485133809522311260,2026-04,89,38,127,Sapphire
Anoos,149228628717207552,2025-06,6,8,14,Ruby
Anoos,149228628717207552,2025-07,7,20,27,Ruby
Anoos,149228628717207552,2025-08,33,116,149,Ruby
Anoos,149228628717207552,2025-09,12,69,81,"Diamond, Ruby"
Anoos,149228628717207552,2025-10,22,109,131,Diamond
Anoos,149228628717207552,2025-11,5,80,85,Diamond
Anoos,149228628717207552,2025-12,3,20,23,Diamond
Anoos,149228628717207552,2026-01,5,61,66,Diamond
Anoos,149228628717207552,2026-03,0,1,1,None
Tristia,149274225360896000,2026-01,12,2,14,"Helper, Sapphire"
Tristia,149274225360896000,2026-02,4,10,14,Sapphire
MidEastBeast/Odys Sea,149439221369667585,2025-12,5,0,5,Ruby
MidEastBeast/Odys Sea,149439221369667585,2026-01,2,2,4,Ruby
MidEastBeast/Odys Sea,149439221369667585,2026-02,3,1,4,Ruby
SacredDream,149510756214374400,2025-12,367,87,454,"Guest, Sapphire"
SacredDream,149510756214374400,2026-01,405,124,529,"Emerald, Guest, Helper, Sapphire"
SacredDream,149510756214374400,2026-02,302,53,355,"Emerald, Guest, Helper"
SacredDream,149510756214374400,2026-03,467,86,553,Emerald
SacredDream,149510756214374400,2026-04,71,14,85,Emerald
BrokenWraith,151564661580365824,2025-06,92,72,164,Major
BrokenWraith,151564661580365824,2025-07,89,40,129,Major
BrokenWraith,151564661580365824,2025-08,116,31,147,Major
BrokenWraith,151564661580365824,2025-09,86,75,161,Major
BrokenWraith,151564661580365824,2025-10,40,28,68,"Elite, Major"
BrokenWraith,151564661580365824,2025-11,21,72,93,Elite
BrokenWraith,151564661580365824,2025-12,17,30,47,Elite
BrokenWraith,151564661580365824,2026-01,74,133,207,"Elite, General"
BrokenWraith,151564661580365824,2026-02,17,41,58,Elite
BrokenWraith,151564661580365824,2026-03,6,15,21,Elite
BrokenWraith,151564661580365824,2026-04,7,11,18,Elite
Matee52,153287743068307457,2025-06,11,16,27,Sapphire
Matee52,153287743068307457,2025-07,5,8,13,Sapphire
Matee52,153287743068307457,2025-08,3,2,5,Sapphire
Matee52,153287743068307457,2025-09,0,20,20,None
Matee52,153287743068307457,2025-10,3,7,10,Sapphire
Matee52,153287743068307457,2025-11,2,24,26,Sapphire
Matee52,153287743068307457,2025-12,13,40,53,Sapphire
Matee52,153287743068307457,2026-01,42,61,103,"Emerald, Sapphire"
Matee52,153287743068307457,2026-02,0,5,5,None
Matee52,153287743068307457,2026-03,1,6,7,Emerald
Grog | Jesus B Bob,154084405869150210,2025-06,8,18,26,Emerald
Grog | Jesus B Bob,154084405869150210,2025-07,22,57,79,Emerald
Grog | Jesus B Bob,154084405869150210,2025-08,7,24,31,Emerald
Grog | Jesus B Bob,154084405869150210,2025-09,14,44,58,Emerald
Grog | Jesus B Bob,154084405869150210,2025-10,8,57,65,Emerald
Grog | Jesus B Bob,154084405869150210,2025-11,9,86,95,Emerald
Grog | Jesus B Bob,154084405869150210,2025-12,2,36,38,Emerald
Grog | Jesus B Bob,154084405869150210,2026-01,0,12,12,None
Grog | Jesus B Bob,154084405869150210,2026-02,2,42,44,Emerald
Grog | Jesus B Bob,154084405869150210,2026-03,1,15,16,Emerald
Grog | Jesus B Bob,154084405869150210,2026-04,0,4,4,None
IM Beuging,155259293778706432,2025-12,122,55,177,Sapphire
IM Beuging,155259293778706432,2026-01,75,41,116,"Emerald, Sapphire"
IM Beuging,155259293778706432,2026-02,1,7,8,Emerald
IM Beuging,155259293778706432,2026-04,0,1,1,None
vagimagic,161311937056079872,2025-12,16,21,37,Sapphire
vagimagic,161311937056079872,2026-01,14,34,48,Sapphire
vagimagic,161311937056079872,2026-02,16,47,63,Sapphire
vagimagic,161311937056079872,2026-03,25,32,57,Sapphire
vagimagic,161311937056079872,2026-04,9,3,12,Sapphire
CROWN LICKA | FE Taric,161746832009986048,2025-06,28,26,54,Sapphire
CROWN LICKA | FE Taric,161746832009986048,2025-07,23,36,59,"Emerald, Sapphire"
CROWN LICKA | FE Taric,161746832009986048,2025-12,19,45,64,Emerald
CROWN LICKA | FE Taric,161746832009986048,2026-01,46,37,83,Emerald
CROWN LICKA | FE Taric,161746832009986048,2026-02,12,4,16,Emerald
CROWN LICKA | FE Taric,161746832009986048,2026-03,13,12,25,Emerald
Anto (redsnoW AU),162820998645809152,2025-06,9,0,9,Onyx
Anto (redsnoW AU),162820998645809152,2025-07,34,15,49,Onyx
Anto (redsnoW AU),162820998645809152,2025-08,22,11,33,Onyx
Anto (redsnoW AU),162820998645809152,2025-09,12,11,23,Onyx
Anto (redsnoW AU),162820998645809152,2025-10,3,3,6,Onyx
Anto (redsnoW AU),162820998645809152,2025-11,24,15,39,Onyx
Anto (redsnoW AU),162820998645809152,2025-12,17,33,50,Onyx
Anto (redsnoW AU),162820998645809152,2026-01,11,5,16,Onyx
Anto (redsnoW AU),162820998645809152,2026-02,32,16,48,Onyx
Anto (redsnoW AU),162820998645809152,2026-03,41,10,51,Onyx
Oh Yeh/Au Welcome,163216203651743744,2025-06,123,59,182,"Diamond, Elite"
Oh Yeh/Au Welcome,163216203651743744,2025-07,216,76,292,"Diamond, Elite, Sapphire"
Oh Yeh/Au Welcome,163216203651743744,2025-08,97,44,141,Elite
Oh Yeh/Au Welcome,163216203651743744,2025-09,65,35,100,Elite
Oh Yeh/Au Welcome,163216203651743744,2025-10,102,70,172,Elite
Oh Yeh/Au Welcome,163216203651743744,2025-11,151,49,200,Elite
Oh Yeh/Au Welcome,163216203651743744,2025-12,200,34,234,Elite
Oh Yeh/Au Welcome,163216203651743744,2026-01,283,160,443,Elite
Oh Yeh/Au Welcome,163216203651743744,2026-02,51,70,121,Elite
Oh Yeh/Au Welcome,163216203651743744,2026-03,276,62,338,"Elite, Guest, Helper"
Oh Yeh/Au Welcome,163216203651743744,2026-04,50,9,59,Elite
Tumellish,166808077415219200,2025-07,11,6,17,Emerald
Tumellish,166808077415219200,2025-08,11,8,19,Emerald
Tumellish,166808077415219200,2025-09,11,16,27,Emerald
Tumellish,166808077415219200,2025-10,6,14,20,Emerald
Tumellish,166808077415219200,2025-11,21,59,80,Emerald
Tumellish,166808077415219200,2025-12,4,11,15,Emerald
Tumellish,166808077415219200,2026-01,11,3,14,Emerald
Tumellish,166808077415219200,2026-02,10,13,23,Emerald
Tumellish,166808077415219200,2026-03,25,19,44,Emerald
WortalMombat,171113572728963072,2025-11,23,12,35,"Guest, Sapphire"
WortalMombat,171113572728963072,2025-12,117,67,184,Sapphire
WortalMombat,171113572728963072,2026-01,9,26,35,Sapphire
Krull beans,171716696820809729,2025-09,40,22,62,Sapphire
Krull beans,171716696820809729,2025-10,165,19,184,Sapphire
Krull beans,171716696820809729,2025-11,14,8,22,Sapphire
Krull beans,171716696820809729,2025-12,8,10,18,Sapphire
Krull beans,171716696820809729,2026-01,15,23,38,Sapphire
Krull beans,171716696820809729,2026-02,49,44,93,Sapphire
Krull beans,171716696820809729,2026-03,59,38,97,Sapphire
PushPullLegz,171800977173643265,2026-01,24,18,42,"Helper, Sapphire"
PushPullLegz,171800977173643265,2026-02,129,106,235,Sapphire
PushPullLegz,171800977173643265,2026-03,15,28,43,Sapphire
PushPullLegz,171800977173643265,2026-04,10,9,19,Sapphire
(M)oddcod,172978962199347200,2025-06,2,0,2,Dragonstone
(M)oddcod,172978962199347200,2025-08,182,73,255,Dragonstone
(M)oddcod,172978962199347200,2025-09,23,13,36,Dragonstone
(M)oddcod,172978962199347200,2025-11,0,1,1,None
(M)oddcod,172978962199347200,2026-01,1,0,1,Dragonstone
(M)oddcod,172978962199347200,2026-02,31,11,42,Dragonstone
(M)oddcod,172978962199347200,2026-03,5,0,5,Dragonstone
(M)oddcod,172978962199347200,2026-04,9,0,9,Dragonstone
Rienzo | RSN: AusBrainLag,173734201776930816,2025-12,90,14,104,"Guest, Sapphire"
Rienzo | RSN: AusBrainLag,173734201776930816,2026-01,1218,134,1352,Sapphire
Rienzo | RSN: AusBrainLag,173734201776930816,2026-02,1031,108,1139,"Emerald, Sapphire"
Rienzo | RSN: AusBrainLag,173734201776930816,2026-03,2009,98,2107,"Emerald, Guest, Helper"
Rienzo | RSN: AusBrainLag,173734201776930816,2026-04,354,16,370,Emerald
OhhTheHorror,175862105335922688,2025-06,6,1,7,Onyx
OhhTheHorror,175862105335922688,2025-07,39,18,57,Onyx
OhhTheHorror,175862105335922688,2025-08,10,8,18,Onyx
OhhTheHorror,175862105335922688,2025-09,56,39,95,Onyx
OhhTheHorror,175862105335922688,2025-10,59,15,74,Onyx
OhhTheHorror,175862105335922688,2025-11,16,10,26,Onyx
OhhTheHorror,175862105335922688,2025-12,21,10,31,Onyx
OhhTheHorror,175862105335922688,2026-01,52,8,60,Onyx
OhhTheHorror,175862105335922688,2026-02,4,11,15,Onyx
OhhTheHorror,175862105335922688,2026-03,2,1,3,Onyx
OhhTheHorror,175862105335922688,2026-04,3,1,4,Onyx
Daydrive2722,177010191508832256,2025-06,110,6,116,Diamond
Daydrive2722,177010191508832256,2025-07,271,44,315,Diamond
Daydrive2722,177010191508832256,2025-08,172,60,232,Diamond
Daydrive2722,177010191508832256,2025-09,319,78,397,"Diamond, Dragonstone"
Daydrive2722,177010191508832256,2025-10,205,45,250,Dragonstone
Daydrive2722,177010191508832256,2025-11,169,45,214,Dragonstone
Daydrive2722,177010191508832256,2025-12,172,24,196,Dragonstone
Daydrive2722,177010191508832256,2026-01,141,31,172,Dragonstone
Daydrive2722,177010191508832256,2026-02,38,15,53,Dragonstone
Daydrive2722,177010191508832256,2026-03,17,4,21,Dragonstone
Duck Mafia,178482872884133888,2025-09,7,2,9,Sapphire
Duck Mafia,178482872884133888,2025-10,6,0,6,Sapphire
Duck Mafia,178482872884133888,2025-11,0,1,1,None
Duck Mafia,178482872884133888,2026-03,76,2,78,Sapphire
Duck Mafia,178482872884133888,2026-04,54,4,58,Sapphire
Castiels,179931222246555648,2025-06,55,115,170,Sapphire
Castiels,179931222246555648,2025-07,83,96,179,Sapphire
Castiels,179931222246555648,2025-08,81,71,152,"Emerald, Guest, Sapphire"
Castiels,179931222246555648,2025-09,14,14,28,Emerald
Castiels,179931222246555648,2025-10,19,11,30,Emerald
Castiels,179931222246555648,2025-11,56,37,93,Emerald
Castiels,179931222246555648,2025-12,37,13,50,Emerald
Castiels,179931222246555648,2026-03,1,8,9,Ruby
Xagex,180160328376647680,2026-02,112,17,129,"Diamond, Guest, Helper"
Xagex,180160328376647680,2026-03,71,16,87,Diamond
xPalapp,180975873812463617,2025-08,33,63,96,Sapphire
xPalapp,180975873812463617,2025-09,21,42,63,"Emerald, Sapphire"
xPalapp,180975873812463617,2025-10,21,21,42,Emerald
xPalapp,180975873812463617,2025-11,45,24,69,Emerald
xPalapp,180975873812463617,2025-12,55,22,77,Emerald
xPalapp,180975873812463617,2026-01,7,4,11,Emerald
xPalapp,180975873812463617,2026-02,82,23,105,Emerald
xPalapp,180975873812463617,2026-03,86,49,135,Emerald
xPalapp,180975873812463617,2026-04,2,4,6,Emerald
Jamosak1,180993660693774336,2025-08,6,79,85,Sapphire
Jamosak1,180993660693774336,2025-09,9,59,68,Sapphire
Jamosak1,180993660693774336,2025-10,55,14,69,Sapphire
Jamosak1,180993660693774336,2025-11,24,43,67,Sapphire
Jamosak1,180993660693774336,2025-12,13,27,40,Sapphire
Jamosak1,180993660693774336,2026-01,54,48,102,"Emerald, Sapphire"
Jamosak1,180993660693774336,2026-02,0,1,1,None
Jamosak1,180993660693774336,2026-03,0,13,13,None
Jamosak1,180993660693774336,2026-04,16,8,24,Emerald
big boii/sheddisheddi,182072244007075840,2025-06,22,27,49,Dragonstone
big boii/sheddisheddi,182072244007075840,2025-07,97,74,171,Dragonstone
big boii/sheddisheddi,182072244007075840,2025-08,195,111,306,Dragonstone
big boii/sheddisheddi,182072244007075840,2025-09,62,23,85,Dragonstone
big boii/sheddisheddi,182072244007075840,2025-10,23,8,31,Dragonstone
big boii/sheddisheddi,182072244007075840,2025-11,5,18,23,Dragonstone
big boii/sheddisheddi,182072244007075840,2025-12,12,3,15,Dragonstone
big boii/sheddisheddi,182072244007075840,2026-01,22,7,29,Dragonstone
big boii/sheddisheddi,182072244007075840,2026-02,8,10,18,Dragonstone
big boii/sheddisheddi,182072244007075840,2026-03,11,2,13,Dragonstone
big boii/sheddisheddi,182072244007075840,2026-04,6,1,7,Dragonstone
AshyJay2,184562955617042432,2025-07,1,29,30,Sapphire
AshyJay2,184562955617042432,2025-08,1,44,45,Sapphire
AshyJay2,184562955617042432,2025-09,1,9,10,Sapphire
AshyJay2,184562955617042432,2025-11,6,11,17,Sapphire
AshyJay2,184562955617042432,2025-12,5,61,66,Sapphire
AshyJay2,184562955617042432,2026-01,9,52,61,Sapphire
AshyJay2,184562955617042432,2026-02,1,9,10,Sapphire
MKGE,184573765231968258,2025-07,10,5,15,Diamond
MKGE,184573765231968258,2025-09,1,2,3,Diamond
MKGE,184573765231968258,2025-11,8,3,11,Diamond
MKGE,184573765231968258,2026-01,18,10,28,Diamond
MKGE,184573765231968258,2026-02,29,34,63,Diamond
MKGE,184573765231968258,2026-03,0,5,5,None
Iron Mihii,185035723437637642,2025-06,118,27,145,Diamond
Iron Mihii,185035723437637642,2025-07,298,71,369,Diamond
Iron Mihii,185035723437637642,2025-08,669,98,767,Diamond
Iron Mihii,185035723437637642,2025-09,263,56,319,Diamond
Iron Mihii,185035723437637642,2025-10,332,61,393,Diamond
Iron Mihii,185035723437637642,2025-11,309,64,373,Diamond
Iron Mihii,185035723437637642,2025-12,406,43,449,"Diamond, Dragonstone"
Iron Mihii,185035723437637642,2026-01,341,79,420,Dragonstone
Iron Mihii,185035723437637642,2026-02,199,50,249,Dragonstone
Iron Mihii,185035723437637642,2026-03,235,21,256,Dragonstone
Iron Mihii,185035723437637642,2026-04,33,0,33,Dragonstone
xd my g,186059541140471808,2025-06,3,30,33,Zenyte
xd my g,186059541140471808,2025-07,16,22,38,"Ruby, Zenyte"
xd my g,186059541140471808,2025-08,4,0,4,Ruby
BaccyD,187920735954534400,2025-09,44,7,51,"Guest, Sapphire"
BaccyD,187920735954534400,2025-10,926,65,991,Sapphire
BaccyD,187920735954534400,2025-11,923,104,1027,"Emerald, Guest"
BaccyD,187920735954534400,2025-12,1449,66,1515,"Emerald, Ruby"
BaccyD,187920735954534400,2026-01,2478,199,2677,"Guest, Ruby"
BaccyD,187920735954534400,2026-02,641,46,687,"Diamond, Ruby"
BaccyD,187920735954534400,2026-03,684,203,887,"Diamond, Guest, Helper, Warden"
BaccyD,187920735954534400,2026-04,34,33,67,Warden
Spy,188477222305267712,2025-06,10,6,16,Emerald
Spy,188477222305267712,2025-07,2,20,22,Emerald
Spy,188477222305267712,2025-08,7,9,16,Emerald
Spy,188477222305267712,2025-09,3,6,9,Emerald
Spy,188477222305267712,2025-10,6,5,11,Emerald
Spy,188477222305267712,2025-11,11,17,28,Emerald
Spy,188477222305267712,2025-12,4,4,8,Emerald
Spy,188477222305267712,2026-01,7,10,17,Emerald
Spy,188477222305267712,2026-02,12,14,26,Emerald
Spy,188477222305267712,2026-03,8,21,29,Emerald
Spy,188477222305267712,2026-04,4,0,4,Emerald
xGordanxo,188971040762888193,2026-01,4,46,50,Sapphire
xGordanxo,188971040762888193,2026-02,15,45,60,Sapphire
xGordanxo,188971040762888193,2026-03,7,84,91,Sapphire
xGordanxo,188971040762888193,2026-04,0,3,3,None
Wolfrikk,189279398724108288,2025-06,23,11,34,Emerald
Wolfrikk,189279398724108288,2025-07,43,48,91,Emerald
Wolfrikk,189279398724108288,2025-08,43,50,93,Emerald
Wolfrikk,189279398724108288,2025-09,21,20,41,Emerald
Wolfrikk,189279398724108288,2025-10,21,21,42,Emerald
Wolfrikk,189279398724108288,2025-11,11,10,21,Emerald
Wolfrikk,189279398724108288,2025-12,4,3,7,Emerald
Wolfrikk,189279398724108288,2026-01,8,44,52,Emerald
Wolfrikk,189279398724108288,2026-02,15,70,85,Emerald
Wolfrikk,189279398724108288,2026-03,70,136,206,"Emerald, Guest"
Wolfrikk,189279398724108288,2026-04,8,12,20,Emerald
Alt Tab v2,192213755432534016,2025-06,25,63,88,Ruby
Alt Tab v2,192213755432534016,2025-07,64,120,184,Ruby
Alt Tab v2,192213755432534016,2025-08,52,60,112,"Racer, Ruby"
Alt Tab v2,192213755432534016,2025-09,51,27,78,"Diamond, General, Racer, Ruby"
Alt Tab v2,192213755432534016,2025-10,36,21,57,Diamond
Alt Tab v2,192213755432534016,2025-11,34,42,76,Diamond
Alt Tab v2,192213755432534016,2025-12,93,67,160,Diamond
Alt Tab v2,192213755432534016,2026-01,328,257,585,"Diamond, Proselyte"
Alt Tab v2,192213755432534016,2026-02,96,252,348,"Diamond, Dragonstone"
Alt Tab v2,192213755432534016,2026-03,64,102,166,Dragonstone
Alt Tab v2,192213755432534016,2026-04,6,38,44,Dragonstone
Codey 👑,192497559581884416,2025-06,443,27,470,Major
Codey 👑,192497559581884416,2025-07,697,37,734,Major
Codey 👑,192497559581884416,2025-08,734,84,818,Major
Codey 👑,192497559581884416,2025-09,593,86,679,Major
Codey 👑,192497559581884416,2025-10,381,53,434,Major
Codey 👑,192497559581884416,2025-11,678,31,709,Major
Codey 👑,192497559581884416,2025-12,193,29,222,Major
Codey 👑,192497559581884416,2026-01,974,135,1109,Major
Codey 👑,192497559581884416,2026-02,881,45,926,Major
Codey 👑,192497559581884416,2026-03,1330,129,1459,Major
Codey 👑,192497559581884416,2026-04,228,14,242,Major
Au Wildone/ Wildman7,193602575273033729,2025-07,221,68,289,Sapphire
Au Wildone/ Wildman7,193602575273033729,2025-08,344,48,392,"Emerald, Sapphire"
Au Wildone/ Wildman7,193602575273033729,2025-09,383,92,475,Emerald
Au Wildone/ Wildman7,193602575273033729,2025-10,631,79,710,Emerald
Au Wildone/ Wildman7,193602575273033729,2025-11,956,133,1089,"Emerald, Ruby"
Au Wildone/ Wildman7,193602575273033729,2025-12,597,188,785,Ruby
Au Wildone/ Wildman7,193602575273033729,2026-01,617,151,768,Ruby
Au Wildone/ Wildman7,193602575273033729,2026-02,462,114,576,Ruby
Au Wildone/ Wildman7,193602575273033729,2026-03,944,163,1107,Ruby
Au Wildone/ Wildman7,193602575273033729,2026-04,174,57,231,Ruby
194462838599712769,194462838599712769,2025-06,34,4,38,Diamond
194462838599712769,194462838599712769,2025-07,6,0,6,Diamond
194462838599712769,194462838599712769,2025-12,1,2,3,Diamond
194462838599712769,194462838599712769,2026-02,19,0,19,Diamond
Gim New3y,196369651696009216,2025-06,29,16,45,Sapphire
Gim New3y,196369651696009216,2025-07,13,7,20,Sapphire
Gim New3y,196369651696009216,2025-10,0,1,1,None
Gim New3y,196369651696009216,2026-02,349,41,390,"Emerald, Helper"
Gim New3y,196369651696009216,2026-03,543,88,631,Emerald
Gim New3y,196369651696009216,2026-04,76,14,90,"Emerald, Guest"
Habibi halal,196957430662430721,2025-06,0,13,13,None
Habibi halal,196957430662430721,2025-07,48,44,92,Sapphire
Habibi halal,196957430662430721,2025-10,11,30,41,Emerald
Habibi halal,196957430662430721,2025-11,37,24,61,Emerald
Habibi halal,196957430662430721,2025-12,5,5,10,Emerald
Habibi halal,196957430662430721,2026-01,61,33,94,Emerald
Habibi halal,196957430662430721,2026-02,28,30,58,"Emerald, Ruby"
DaddyYowie,197238394252689408,2025-07,232,33,265,Zenyte
DaddyYowie,197238394252689408,2025-08,277,63,340,Zenyte
DaddyYowie,197238394252689408,2025-09,186,60,246,Zenyte
DaddyYowie,197238394252689408,2025-10,88,47,135,Zenyte
DaddyYowie,197238394252689408,2025-11,132,66,198,"Guest, Zenyte"
DaddyYowie,197238394252689408,2025-12,85,28,113,Zenyte
DaddyYowie,197238394252689408,2026-01,81,32,113,Zenyte
DaddyYowie,197238394252689408,2026-02,103,45,148,Zenyte
DaddyYowie,197238394252689408,2026-03,60,20,80,Zenyte
DaddyYowie,197238394252689408,2026-04,5,0,5,Zenyte
xX Sploge Xx,197400181573025792,2025-07,0,1,1,None
xX Sploge Xx,197400181573025792,2026-03,65,14,79,"Diamond, Helper"
xX Sploge Xx,197400181573025792,2026-04,17,6,23,Diamond
Slayer Slxt,197960805038161920,2026-03,6,1,7,"Helper, Sapphire"
Slayer Slxt,197960805038161920,2026-04,11,4,15,Sapphire
bone0,198076420801560576,2025-06,152,32,184,Emerald
bone0,198076420801560576,2025-07,241,104,345,"Emerald, Ruby"
bone0,198076420801560576,2025-08,159,77,236,"Diamond, Ruby"
bone0,198076420801560576,2025-09,227,89,316,Diamond
bone0,198076420801560576,2025-10,107,51,158,Diamond
bone0,198076420801560576,2025-11,572,92,664,Diamond
bone0,198076420801560576,2025-12,189,14,203,Diamond
bone0,198076420801560576,2026-01,265,37,302,Diamond
bone0,198076420801560576,2026-02,180,36,216,"Diamond, Helper"
bone0,198076420801560576,2026-03,309,61,370,Diamond
