Discord Name,Discord ID,Activity Month,Chat Count,Broadcast Count,Total Activity,Seen Ranks
Danrics,323083370814898176,2025-08,1324,120,1444,Major
Danrics,323083370814898176,2025-09,829,77,906,"Guest, Major"
Danrics,323083370814898176,2025-10,377,60,437,"Major, Proselyte"
Danrics,323083370814898176,2025-11,412,61,473,"General, Major, Racer"
Danrics,323083370814898176,2025-12,980,92,1072,"Guest, Major"
Danrics,323083370814898176,2026-01,648,68,716,Major
Danrics,323083370814898176,2026-02,7,0,7,Major
Danrics,323083370814898176,2026-03,979,117,1096,"Helper, Major"
Danrics,323083370814898176,2026-04,264,34,298,"Guest, Major"
Liyum,324235568303177728,2025-12,24,26,50,Sapphire
Liyum,324235568303177728,2026-01,30,46,76,Sapphire
Liyum,324235568303177728,2026-02,11,25,36,Sapphire
Liyum,324235568303177728,2026-03,17,30,47,"Helper, Sapphire"
02gp,325049081728860160,2025-06,6,20,26,Emerald
02gp,325049081728860160,2025-07,51,40,91,Emerald
02gp,325049081728860160,2025-08,65,34,99,Emerald
02gp,325049081728860160,2025-09,69,42,111,"Emerald, Ruby"
02gp,325049081728860160,2025-10,2,2,4,Ruby
02gp,325049081728860160,2025-11,8,5,13,Ruby
02gp,325049081728860160,2026-01,20,35,55,Ruby
02gp,325049081728860160,2026-02,56,40,96,Ruby
02gp,325049081728860160,2026-03,41,9,50,Ruby
02gp,325049081728860160,2026-04,18,1,19,Ruby
Iron Doolz,325894910135762945,2025-06,1,16,17,Onyx
Iron Doolz,325894910135762945,2025-08,0,3,3,None
Iron Doolz,325894910135762945,2025-09,0,3,3,None
Iron Doolz,325894910135762945,2025-11,0,14,14,None
Iron Doolz,325894910135762945,2025-12,0,1,1,None
Iron Doolz,325894910135762945,2026-02,1,11,12,Onyx
Iron Doolz,325894910135762945,2026-03,0,4,4,None
Iron Doolz,325894910135762945,2026-04,0,2,2,None
RamboCambo7,326619562072080386,2025-06,50,19,69,Ruby
RamboCambo7,326619562072080386,2025-07,185,14,199,Ruby
RamboCambo7,326619562072080386,2025-08,172,53,225,Ruby
RamboCambo7,326619562072080386,2025-09,96,28,124,Ruby
RamboCambo7,326619562072080386,2025-10,88,39,127,Ruby
RamboCambo7,326619562072080386,2025-11,35,56,91,Ruby
RamboCambo7,326619562072080386,2025-12,45,53,98,Ruby
RamboCambo7,326619562072080386,2026-01,61,44,105,Ruby
RamboCambo7,326619562072080386,2026-02,124,74,198,Ruby
RamboCambo7,326619562072080386,2026-03,105,74,179,"Guest, Ruby"
RamboCambo7,326619562072080386,2026-04,10,9,19,Ruby
xblade 84,326926256224468992,2025-10,16,1,17,Sapphire
xblade 84,326926256224468992,2025-11,9,14,23,Sapphire
xblade 84,326926256224468992,2026-03,3,17,20,Sapphire
chrysoprase | chrysoprace,327012373477064705,2025-06,30,1,31,Emerald
chrysoprase | chrysoprace,327012373477064705,2025-07,401,28,429,Emerald
chrysoprase | chrysoprace,327012373477064705,2025-08,246,14,260,"Emerald, Ruby"
chrysoprase | chrysoprace,327012373477064705,2025-09,67,8,75,Ruby
chrysoprase | chrysoprace,327012373477064705,2025-10,49,2,51,Ruby
chrysoprase | chrysoprace,327012373477064705,2025-11,16,9,25,Ruby
chrysoprase | chrysoprace,327012373477064705,2025-12,13,3,16,Ruby
chrysoprase | chrysoprace,327012373477064705,2026-01,1,0,1,Ruby
chrysoprase | chrysoprace,327012373477064705,2026-02,23,10,33,Ruby
chrysoprase | chrysoprace,327012373477064705,2026-03,50,10,60,Ruby
chrysoprase | chrysoprace,327012373477064705,2026-04,1,1,2,Ruby
Bewserk,336239014472318989,2025-06,0,2,2,None
Bewserk,336239014472318989,2025-07,11,22,33,Diamond
Bewserk,336239014472318989,2025-08,0,1,1,None
Bewserk,336239014472318989,2025-09,6,2,8,Diamond
Bewserk,336239014472318989,2025-10,2,0,2,Diamond
Bewserk,336239014472318989,2025-11,4,16,20,Diamond
Bewserk,336239014472318989,2025-12,1,0,1,Diamond
Bewserk,336239014472318989,2026-01,0,2,2,None
Bewserk,336239014472318989,2026-02,1,0,1,Diamond
Bundaberg,340368682876272640,2025-06,21,33,54,Sapphire
Bundaberg,340368682876272640,2025-07,32,19,51,Sapphire
Bundaberg,340368682876272640,2025-08,13,20,33,"Emerald, Ruby, Sapphire"
Bundaberg,340368682876272640,2025-09,66,71,137,Emerald
Bundaberg,340368682876272640,2025-10,184,31,215,Emerald
Bundaberg,340368682876272640,2025-11,122,58,180,"Emerald, Ruby"
Bundaberg,340368682876272640,2025-12,52,12,64,Ruby
Bundaberg,340368682876272640,2026-01,132,63,195,Ruby
Bundaberg,340368682876272640,2026-04,1,0,1,Ruby
Noodlebruv,340379947803738113,2025-10,19,30,49,"Guest, Sapphire"
Noodlebruv,340379947803738113,2025-11,15,40,55,Emerald
Noodlebruv,340379947803738113,2025-12,7,32,39,Emerald
Noodlebruv,340379947803738113,2026-01,46,141,187,Emerald
Noodlebruv,340379947803738113,2026-02,1,7,8,Emerald
Noodlebruv,340379947803738113,2026-04,2,1,3,Emerald
340384801523499009,340384801523499009,2026-02,4,1,5,Sapphire
Tikkas Gim77,340837527336386571,2025-06,36,15,51,Emerald
Tikkas Gim77,340837527336386571,2025-07,40,40,80,Emerald
Tikkas Gim77,340837527336386571,2025-08,10,11,21,Emerald
Tikkas Gim77,340837527336386571,2025-09,43,16,59,Emerald
Tikkas Gim77,340837527336386571,2025-10,41,18,59,Emerald
Tikkas Gim77,340837527336386571,2025-11,48,28,76,Emerald
Tikkas Gim77,340837527336386571,2025-12,38,8,46,Emerald
Tikkas Gim77,340837527336386571,2026-01,26,45,71,Emerald
Tikkas Gim77,340837527336386571,2026-02,21,32,53,Emerald
Tikkas Gim77,340837527336386571,2026-03,11,10,21,Emerald
ReanuKeeve,341133348456103937,2025-06,34,3,37,Sapphire
ReanuKeeve,341133348456103937,2025-07,34,6,40,"Emerald, Sapphire"
ReanuKeeve,341133348456103937,2025-09,10,1,11,Emerald
ReanuKeeve,341133348456103937,2025-10,172,29,201,Emerald
ReanuKeeve,341133348456103937,2025-11,166,23,189,Emerald
ReanuKeeve,341133348456103937,2025-12,50,41,91,Emerald
ReanuKeeve,341133348456103937,2026-01,68,24,92,Emerald
ReanuKeeve,341133348456103937,2026-02,104,65,169,Emerald
ReanuKeeve,341133348456103937,2026-03,170,47,217,Emerald
ReanuKeeve,341133348456103937,2026-04,10,5,15,Emerald
Keldogg/EvilPawg,341783799631183872,2025-06,38,23,61,Elite
Keldogg/EvilPawg,341783799631183872,2025-07,205,33,238,Elite
Keldogg/EvilPawg,341783799631183872,2025-08,117,36,153,Elite
Keldogg/EvilPawg,341783799631183872,2025-09,33,9,42,Elite
Keldogg/EvilPawg,341783799631183872,2025-10,48,23,71,Elite
Keldogg/EvilPawg,341783799631183872,2025-11,50,50,100,Elite
Keldogg/EvilPawg,341783799631183872,2025-12,34,12,46,Elite
Keldogg/EvilPawg,341783799631183872,2026-01,111,30,141,Elite
Keldogg/EvilPawg,341783799631183872,2026-02,66,35,101,Elite
Keldogg/EvilPawg,341783799631183872,2026-03,31,16,47,Elite
Keldogg/EvilPawg,341783799631183872,2026-04,7,8,15,Elite
luxyy/minger lux,343247902115758081,2026-01,12,7,19,Sapphire
luxyy/minger lux,343247902115758081,2026-02,105,45,150,Sapphire
luxyy/minger lux,343247902115758081,2026-03,50,58,108,Sapphire
luxyy/minger lux,343247902115758081,2026-04,21,16,37,Sapphire
Crunchy Leaf,346697117521281024,2026-02,22,4,26,"Guest, Helper"
Crunchy Leaf,346697117521281024,2026-03,22,3,25,Sapphire
Crunchy Leaf,346697117521281024,2026-04,12,3,15,Sapphire
Olester,346944856985174018,2025-06,7,3,10,Onyx
Olester,346944856985174018,2025-07,2,4,6,Onyx
Olester,346944856985174018,2025-08,18,47,65,Onyx
Olester,346944856985174018,2025-09,8,34,42,Onyx
Olester,346944856985174018,2025-10,1,3,4,Onyx
Olester,346944856985174018,2026-01,0,1,1,None
Olester,346944856985174018,2026-03,10,20,30,Onyx
Olester,346944856985174018,2026-04,1,2,3,Onyx
Syncho,348517179240611841,2025-10,0,36,36,None
Syncho,348517179240611841,2025-11,47,152,199,Sapphire
Syncho,348517179240611841,2025-12,7,83,90,Sapphire
Syncho,348517179240611841,2026-01,64,131,195,"Emerald, Sapphire"
Syncho,348517179240611841,2026-02,8,48,56,Emerald
Rark my Ass | Dr Worm 2571,350384697785712670,2025-07,2,2,4,Sapphire
Rark my Ass | Dr Worm 2571,350384697785712670,2025-08,2,0,2,Sapphire
Rark my Ass | Dr Worm 2571,350384697785712670,2025-09,2,0,2,Guest
Rark my Ass | Dr Worm 2571,350384697785712670,2025-10,0,1,1,None
Rark my Ass | Dr Worm 2571,350384697785712670,2025-11,24,5,29,Emerald
Rark my Ass | Dr Worm 2571,350384697785712670,2025-12,10,14,24,"Emerald, Ruby"
Rark my Ass | Dr Worm 2571,350384697785712670,2026-01,111,53,164,"Emerald, Guest, Ruby"
Rark my Ass | Dr Worm 2571,350384697785712670,2026-02,9,0,9,Guest
Rark my Ass | Dr Worm 2571,350384697785712670,2026-03,80,112,192,Ruby
Rark my Ass | Dr Worm 2571,350384697785712670,2026-04,6,9,15,"Guest, Helper, Ruby"
Beresfield,352694932961624075,2025-11,15,35,50,Sapphire
Beresfield,352694932961624075,2025-12,26,78,104,Sapphire
Beresfield,352694932961624075,2026-01,3,15,18,Sapphire
Beresfield,352694932961624075,2026-02,8,16,24,"Emerald, Sapphire"
Beresfield,352694932961624075,2026-03,29,36,65,Emerald
Beresfield,352694932961624075,2026-04,8,13,21,Emerald
Zazfrak,354177316592812034,2026-01,2,8,10,Sapphire
Zazfrak,354177316592812034,2026-02,21,47,68,Sapphire
Zazfrak,354177316592812034,2026-03,4,19,23,Sapphire
Kegxeツ,355887069769236481,2025-07,174,25,199,Major
Kegxeツ,355887069769236481,2026-03,2021,89,2110,"Elite, Helper"
Kegxeツ,355887069769236481,2026-04,406,39,445,"Elite, Guest, Helper"
EazyO,357819957779628032,2025-06,27,17,44,Sapphire
EazyO,357819957779628032,2025-07,42,17,59,Emerald
EazyO,357819957779628032,2025-08,33,30,63,Emerald
EazyO,357819957779628032,2025-09,3,20,23,Emerald
EazyO,357819957779628032,2025-10,1,2,3,Emerald
EazyO,357819957779628032,2025-12,0,3,3,None
EazyO,357819957779628032,2026-01,1,27,28,Emerald
EazyO,357819957779628032,2026-02,0,4,4,None
Soycap,358540357119770624,2026-01,28,87,115,Sapphire
Soycap,358540357119770624,2026-02,148,127,275,Sapphire
Soycap,358540357119770624,2026-03,105,76,181,"Guest, Helper, Sapphire"
Soycap,358540357119770624,2026-04,32,14,46,Sapphire
Risky 7,360254327610277889,2025-11,281,34,315,Sapphire
Risky 7,360254327610277889,2025-12,591,89,680,"Emerald, Guest, Sapphire"
Risky 7,360254327610277889,2026-01,40,35,75,Emerald
Risky 7,360254327610277889,2026-02,223,72,295,Emerald
Risky 7,360254327610277889,2026-03,79,49,128,Emerald
Risky 7,360254327610277889,2026-04,7,6,13,Emerald
Seagull Chen,360378092973457409,2025-06,7,82,89,Emerald
Seagull Chen,360378092973457409,2025-07,37,173,210,Emerald
Seagull Chen,360378092973457409,2025-08,119,207,326,Emerald
Seagull Chen,360378092973457409,2025-09,90,174,264,"Emerald, Ruby"
Seagull Chen,360378092973457409,2025-10,97,136,233,Ruby
Seagull Chen,360378092973457409,2025-11,129,137,266,"Diamond, Guest, Ruby"
Seagull Chen,360378092973457409,2025-12,76,100,176,"Diamond, Ruby"
Seagull Chen,360378092973457409,2026-01,215,221,436,Diamond
Seagull Chen,360378092973457409,2026-02,79,89,168,Diamond
Seagull Chen,360378092973457409,2026-03,143,76,219,"Diamond, Helper"
Seagull Chen,360378092973457409,2026-04,19,11,30,"Diamond, Helper"
ga b e,364339290060357635,2025-06,53,28,81,Sapphire
ga b e,364339290060357635,2025-07,102,23,125,"Emerald, Sapphire"
ga b e,364339290060357635,2025-08,170,63,233,Emerald
ga b e,364339290060357635,2025-09,4,8,12,Emerald
ga b e,364339290060357635,2025-10,10,21,31,Emerald
ga b e,364339290060357635,2026-01,9,4,13,Emerald
smiddies,365068666439598080,2025-06,19,21,40,Ruby
smiddies,365068666439598080,2025-07,22,33,55,Ruby
smiddies,365068666439598080,2025-08,27,35,62,Ruby
smiddies,365068666439598080,2025-09,33,22,55,Ruby
smiddies,365068666439598080,2025-10,19,21,40,"Racer, Ruby"
smiddies,365068666439598080,2025-11,12,39,51,Ruby
smiddies,365068666439598080,2025-12,39,65,104,Ruby
smiddies,365068666439598080,2026-01,14,23,37,Ruby
smiddies,365068666439598080,2026-02,4,5,9,Ruby
smiddies,365068666439598080,2026-03,1,0,1,Ruby
smiddies,365068666439598080,2026-04,1,2,3,Ruby
age3595,369789782685122560,2025-12,5,1,6,Sapphire
age3595,369789782685122560,2026-01,55,12,67,Sapphire
age3595,369789782685122560,2026-02,97,22,119,"Emerald, Sapphire"
age3595,369789782685122560,2026-03,122,25,147,"Emerald, Guest, Helper"
age3595,369789782685122560,2026-04,11,1,12,Emerald
MagicTuttle,370472219391819776,2025-06,7,54,61,Emerald
MagicTuttle,370472219391819776,2025-07,15,121,136,"Emerald, Ruby"
MagicTuttle,370472219391819776,2025-08,2,1,3,Ruby
MagicTuttle,370472219391819776,2025-09,15,26,41,Ruby
MagicTuttle,370472219391819776,2025-10,6,22,28,Ruby
MagicTuttle,370472219391819776,2025-11,7,31,38,Ruby
MagicTuttle,370472219391819776,2025-12,5,42,47,Ruby
MagicTuttle,370472219391819776,2026-01,5,15,20,Ruby
MagicTuttle,370472219391819776,2026-02,6,24,30,Ruby
MagicTuttle,370472219391819776,2026-03,8,31,39,Ruby
MagicTuttle,370472219391819776,2026-04,1,1,2,Ruby
Josh013/GIMP ZAMMYB,371898264909512704,2025-08,83,5,88,Dragonstone
Josh013/GIMP ZAMMYB,371898264909512704,2025-09,90,33,123,"Dragonstone, Guest"
Josh013/GIMP ZAMMYB,371898264909512704,2025-10,281,44,325,"Dragonstone, Guest"
Josh013/GIMP ZAMMYB,371898264909512704,2025-11,307,59,366,Dragonstone
Josh013/GIMP ZAMMYB,371898264909512704,2025-12,188,21,209,Dragonstone
Josh013/GIMP ZAMMYB,371898264909512704,2026-01,419,47,466,"Dragonstone, Onyx"
Josh013/GIMP ZAMMYB,371898264909512704,2026-02,214,30,244,Onyx
Josh013/GIMP ZAMMYB,371898264909512704,2026-03,305,75,380,Onyx
Josh013/GIMP ZAMMYB,371898264909512704,2026-04,23,12,35,Onyx
Pigsarse,374088094963466241,2025-07,5,5,10,Diamond
Pigsarse,374088094963466241,2025-08,1,2,3,Diamond
Pigsarse,374088094963466241,2025-09,0,2,2,None
Pigsarse,374088094963466241,2025-10,7,13,20,Diamond
Pigsarse,374088094963466241,2025-11,13,38,51,Diamond
Pigsarse,374088094963466241,2025-12,4,21,25,Diamond
Pigsarse,374088094963466241,2026-01,13,55,68,Diamond
Pigsarse,374088094963466241,2026-02,9,15,24,Diamond
Pigsarse,374088094963466241,2026-03,4,9,13,"Diamond, Helper"
Pigsarse,374088094963466241,2026-04,5,4,9,Ruby
Ironnooby21,374783221927510021,2025-06,234,83,317,Emerald
Ironnooby21,374783221927510021,2025-07,258,53,311,Emerald
Ironnooby21,374783221927510021,2025-08,72,12,84,Emerald
Ironnooby21,374783221927510021,2025-09,33,19,52,Emerald
Ironnooby21,374783221927510021,2025-10,157,37,194,Emerald
Ironnooby21,374783221927510021,2025-11,105,72,177,Emerald
Ironnooby21,374783221927510021,2025-12,166,171,337,Ruby
Ironnooby21,374783221927510021,2026-01,302,127,429,Ruby
Ironnooby21,374783221927510021,2026-02,118,34,152,"Diamond, Ruby"
Ironnooby21,374783221927510021,2026-03,68,46,114,Diamond
Ironnooby21,374783221927510021,2026-04,0,3,3,None
BruceM8,376269976400691200,2025-10,22,108,130,Sapphire
BruceM8,376269976400691200,2025-11,19,67,86,"Emerald, Sapphire"
BruceM8,376269976400691200,2025-12,10,65,75,Emerald
BruceM8,376269976400691200,2026-01,20,89,109,Emerald
BruceM8,376269976400691200,2026-02,30,86,116,Emerald
BruceM8,376269976400691200,2026-03,38,57,95,Emerald
BruceM8,376269976400691200,2026-04,0,8,8,None
Milking bruce / U DTF Bruce,378549787181449226,2025-12,32,14,46,"Emerald, Guest"
Milking bruce / U DTF Bruce,378549787181449226,2026-01,88,90,178,"Emerald, Guest, Helper"
Milking bruce / U DTF Bruce,378549787181449226,2026-02,41,43,84,Emerald
Milking bruce / U DTF Bruce,378549787181449226,2026-03,6,0,6,Emerald
Milking bruce / U DTF Bruce,378549787181449226,2026-04,0,4,4,None
DeadManneke,379479810159673344,2026-01,71,87,158,"Helper, Sapphire"
Wuccus/fake fridgey,381635385240846337,2025-06,43,4,47,Elite
Wuccus/fake fridgey,381635385240846337,2025-07,70,2,72,Elite
Wuccus/fake fridgey,381635385240846337,2025-08,23,12,35,Elite
Wuccus/fake fridgey,381635385240846337,2025-09,4,7,11,Elite
Wuccus/fake fridgey,381635385240846337,2025-10,15,4,19,Elite
Wuccus/fake fridgey,381635385240846337,2025-11,5,4,9,Elite
Wuccus/fake fridgey,381635385240846337,2025-12,18,4,22,Elite
Wuccus/fake fridgey,381635385240846337,2026-01,53,20,73,Elite
Wuccus/fake fridgey,381635385240846337,2026-02,9,15,24,Elite
Wuccus/fake fridgey,381635385240846337,2026-03,54,26,80,Elite
Wuccus/fake fridgey,381635385240846337,2026-04,2,4,6,Elite
Gogule,385241726849384452,2025-06,6,1,7,Onyx
Gogule,385241726849384452,2025-07,67,13,80,Onyx
Gogule,385241726849384452,2025-08,418,64,482,Onyx
Gogule,385241726849384452,2025-09,216,12,228,Onyx
Gogule,385241726849384452,2025-10,124,3,127,Onyx
Gogule,385241726849384452,2025-11,89,22,111,Onyx
Gogule,385241726849384452,2025-12,32,10,42,Onyx
Gogule,385241726849384452,2026-01,119,18,137,Onyx
Gogule,385241726849384452,2026-02,276,20,296,Onyx
Gogule,385241726849384452,2026-03,139,33,172,Onyx
Gogule,385241726849384452,2026-04,47,7,54,Onyx
Sandy OS/HC,385339159122018305,2025-06,9,7,16,Diamond
Sandy OS/HC,385339159122018305,2025-07,14,4,18,Diamond
Sandy OS/HC,385339159122018305,2025-09,36,11,47,Diamond
Sandy OS/HC,385339159122018305,2025-10,12,36,48,Diamond
Sandy OS/HC,385339159122018305,2025-11,1,15,16,Diamond
Sandy OS/HC,385339159122018305,2025-12,23,52,75,Diamond
Sandy OS/HC,385339159122018305,2026-01,35,24,59,Diamond
Sandy OS/HC,385339159122018305,2026-02,4,9,13,Diamond
rabytavern,391153883524890624,2025-06,97,33,130,Dragonstone
rabytavern,391153883524890624,2025-07,374,72,446,Dragonstone
rabytavern,391153883524890624,2025-08,565,196,761,Dragonstone
rabytavern,391153883524890624,2025-09,271,42,313,"Dragonstone, Onyx"
rabytavern,391153883524890624,2025-10,389,121,510,"Dragonstone, Onyx"
rabytavern,391153883524890624,2025-11,411,80,491,"Dragonstone, Onyx"
rabytavern,391153883524890624,2025-12,331,69,400,Onyx
rabytavern,391153883524890624,2026-01,517,113,630,Onyx
rabytavern,391153883524890624,2026-02,357,85,442,Onyx
rabytavern,391153883524890624,2026-03,411,68,479,Onyx
rabytavern,391153883524890624,2026-04,5,9,14,Onyx
Warrarigi,392817133513474059,2025-10,17,6,23,Sapphire
Warrarigi,392817133513474059,2025-11,44,12,56,Sapphire
Warrarigi,392817133513474059,2025-12,99,13,112,Sapphire
Warrarigi,392817133513474059,2026-01,207,105,312,"Emerald, Sapphire"
Warrarigi,392817133513474059,2026-02,80,18,98,"Emerald, Ruby"
Warrarigi,392817133513474059,2026-03,86,76,162,Ruby
Warrarigi,392817133513474059,2026-04,7,19,26,Ruby
Super Dry,395371159496949774,2025-11,157,50,207,Sapphire
Super Dry,395371159496949774,2025-12,236,61,297,Sapphire
Super Dry,395371159496949774,2026-01,171,100,271,"Emerald, Sapphire"
Super Dry,395371159496949774,2026-02,50,40,90,Emerald
Super Dry,395371159496949774,2026-03,64,42,106,Emerald
Super Dry,395371159496949774,2026-04,20,9,29,Emerald
ImCrazeY,395929538472706059,2025-06,13,25,38,Emerald
ImCrazeY,395929538472706059,2025-07,27,48,75,Emerald
ImCrazeY,395929538472706059,2025-08,166,127,293,"Emerald, Racer"
ImCrazeY,395929538472706059,2025-09,221,115,336,"Emerald, Ruby"
ImCrazeY,395929538472706059,2025-10,278,40,318,Ruby
ImCrazeY,395929538472706059,2025-11,428,88,516,Ruby
ImCrazeY,395929538472706059,2025-12,296,96,392,"Diamond, Ruby"
ImCrazeY,395929538472706059,2026-01,201,140,341,Diamond
ImCrazeY,395929538472706059,2026-02,20,23,43,Diamond
ImCrazeY,395929538472706059,2026-03,2,1,3,Diamond
Mhoist,396873970093129738,2026-01,278,105,383,"Guest, Sapphire"
Mhoist,396873970093129738,2026-02,147,64,211,Sapphire
Mhoist,396873970093129738,2026-03,323,62,385,Sapphire
arab,402671023964815361,2025-10,7,1,8,Guest
arab,402671023964815361,2025-11,82,38,120,Emerald
arab,402671023964815361,2025-12,2,14,16,Emerald
arab,402671023964815361,2026-01,6,21,27,Emerald
arab,402671023964815361,2026-02,37,36,73,Emerald
arab,402671023964815361,2026-03,51,38,89,Emerald
arab,402671023964815361,2026-04,4,14,18,Emerald
whatsthisrng / Slip it iner,403504617893396481,2025-06,48,27,75,Dragonstone
whatsthisrng / Slip it iner,403504617893396481,2025-07,55,11,66,Dragonstone
whatsthisrng / Slip it iner,403504617893396481,2025-08,11,6,17,Dragonstone
whatsthisrng / Slip it iner,403504617893396481,2025-09,13,18,31,Dragonstone
whatsthisrng / Slip it iner,403504617893396481,2025-10,27,22,49,Dragonstone
whatsthisrng / Slip it iner,403504617893396481,2025-11,4,5,9,Dragonstone
whatsthisrng / Slip it iner,403504617893396481,2025-12,10,22,32,Dragonstone
whatsthisrng / Slip it iner,403504617893396481,2026-01,43,9,52,Dragonstone
whatsthisrng / Slip it iner,403504617893396481,2026-02,42,13,55,Dragonstone
whatsthisrng / Slip it iner,403504617893396481,2026-03,31,37,68,Dragonstone
whatsthisrng / Slip it iner,403504617893396481,2026-04,1,0,1,Dragonstone
Buns // GayLilFemboy,411043601569546255,2025-07,0,1,1,None
Buns // GayLilFemboy,411043601569546255,2025-10,147,1,148,"Guest, Onyx"
trunk,411702664641118220,2025-06,50,19,69,Diamond
trunk,411702664641118220,2025-07,65,23,88,Diamond
trunk,411702664641118220,2025-08,60,3,63,Diamond
trunk,411702664641118220,2025-09,53,16,69,"Diamond, Dragonstone"
trunk,411702664641118220,2025-10,10,3,13,Dragonstone
trunk,411702664641118220,2025-11,11,0,11,Dragonstone
trunk,411702664641118220,2026-01,20,5,25,Dragonstone
trunk,411702664641118220,2026-02,101,27,128,Dragonstone
trunk,411702664641118220,2026-03,108,9,117,Dragonstone
trunk,411702664641118220,2026-04,34,1,35,Dragonstone
Hei Hei/Iron Hei Hei,411744424880635904,2025-08,14,11,25,Sapphire
Hei Hei/Iron Hei Hei,411744424880635904,2025-09,34,15,49,Sapphire
Hei Hei/Iron Hei Hei,411744424880635904,2025-10,15,9,24,Sapphire
Hei Hei/Iron Hei Hei,411744424880635904,2025-11,94,56,150,Sapphire
Hei Hei/Iron Hei Hei,411744424880635904,2025-12,16,17,33,Emerald
Hei Hei/Iron Hei Hei,411744424880635904,2026-01,44,14,58,Emerald
Hei Hei/Iron Hei Hei,411744424880635904,2026-02,4,14,18,Emerald
smithies007,412886391031332875,2025-06,48,14,62,Dragonstone
smithies007,412886391031332875,2025-07,73,31,104,Dragonstone
smithies007,412886391031332875,2025-08,128,18,146,Dragonstone
smithies007,412886391031332875,2025-09,117,21,138,Dragonstone
smithies007,412886391031332875,2025-10,89,12,101,Dragonstone
smithies007,412886391031332875,2025-11,123,32,155,Dragonstone
smithies007,412886391031332875,2025-12,13,3,16,Dragonstone
smithies007,412886391031332875,2026-01,15,1,16,Dragonstone
smithies007,412886391031332875,2026-02,0,1,1,None
smithies007,412886391031332875,2026-03,28,23,51,Dragonstone
smithies007,412886391031332875,2026-04,17,3,20,Dragonstone
Wengneng,414679195986427926,2025-12,50,16,66,Sapphire
Wengneng,414679195986427926,2026-01,132,54,186,Sapphire
Wengneng,414679195986427926,2026-02,15,13,28,Sapphire
Brezza / Aloha,417125950333911060,2025-10,19,35,54,Sapphire
Brezza / Aloha,417125950333911060,2025-11,2,17,19,Sapphire
Brezza / Aloha,417125950333911060,2025-12,1,0,1,Sapphire
Brezza / Aloha,417125950333911060,2026-01,5,12,17,Sapphire
Brezza / Aloha,417125950333911060,2026-02,4,37,41,Sapphire
Brezza / Aloha,417125950333911060,2026-04,0,7,7,None
Slight Shame,417202081041219596,2025-12,310,40,350,Sapphire
Slight Shame,417202081041219596,2026-01,192,25,217,Sapphire
Slight Shame,417202081041219596,2026-02,8,7,15,Emerald
Slight Shame,417202081041219596,2026-03,444,75,519,"Emerald, Helper, Racer, Ruby"
Slight Shame,417202081041219596,2026-04,42,11,53,Emerald
Cheese Forey,420110386814255104,2025-10,201,27,228,Sapphire
Cheese Forey,420110386814255104,2025-11,702,58,760,"Emerald, Sapphire"
Cheese Forey,420110386814255104,2025-12,1074,41,1115,Emerald
Cheese Forey,420110386814255104,2026-01,630,31,661,Emerald
Cheese Forey,420110386814255104,2026-02,946,36,982,"Emerald, Ruby"
Cheese Forey,420110386814255104,2026-03,186,6,192,Ruby
Cheese Forey,420110386814255104,2026-04,288,6,294,Ruby
Wilko,420909177821724692,2025-07,42,6,48,Elite
Wilko,420909177821724692,2025-08,0,1,1,None
Wilko,420909177821724692,2025-09,12,5,17,Elite
Wilko,420909177821724692,2025-10,11,0,11,Elite
Wilko,420909177821724692,2025-12,39,9,48,Elite
Wilko,420909177821724692,2026-01,3,1,4,Elite
Wilko,420909177821724692,2026-03,41,15,56,Elite
Wilko,420909177821724692,2026-04,27,9,36,Elite
